Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
41.808133,TraderOne,Tick,178,234,-56,56,125400,124800,10242,41558,30358,OK
42.048937,TraderOne,Tick,178,234,-56,56,125400,124800,10242,41558,30358,OK
42.298151,TraderOne,Tick,178,234,-56,56,125400,124900,10242,41558,30358,OK
42.494777,TraderOne,Tick,178,234,-56,56,125400,124900,10242,41558,30358,OK
42.790488,TraderOne,Tick,178,234,-56,56,125400,124900,10242,41558,30358,OK
42.982645,TraderOne,Tick,178,234,-56,56,125400,124900,10242,41558,30358,OK
43.371295,TraderOne,Tick,178,234,-56,56,125000,124900,10242,41558,35958,OK
43.521184,TraderOne,Tick,178,234,-56,56,125000,124900,10242,41558,35958,OK
43.743424,TraderOne,Tick,178,234,-56,56,125000,124900,10242,41558,35958,OK
44.022976,TraderOne,Tick,178,234,-56,56,125000,124900,10242,41558,35958,OK
44.488345,TraderOne,Tick,178,234,-56,56,125000,124900,10242,41558,35958,OK
44.673435,TraderOne,Tick,178,234,-56,56,125000,125000,10242,41558,41558,OK
44.820581,TraderOne,Tick,178,234,-56,56,125000,125000,10242,41558,41558,OK
44.998206,TraderOne,Tick,254,234,20,-20,125100,125000,12144,39656,41656,OK
45.231144,TraderOne,Tick,254,234,20,-20,125100,125000,12144,39656,41656,OK
45.515717,TraderOne,Tick,254,234,20,-20,125100,125000,12144,39656,41656,OK
45.755597,TraderOne,Tick,254,234,20,-20,125100,125000,12144,39656,41656,OK
46.057076,TraderOne,Tick,254,234,20,-20,125100,125000,12144,39656,41656,OK
46.335807,TraderOne,Tick,254,234,20,-20,125100,125000,12144,39656,41656,OK
46.753893,TraderOne,Tick,254,234,20,-20,125000,124900,12144,39656,41656,OK
47.049377,TraderOne,Tick,257,234,23,-23,124700,124900,12219,40481,35881,OK
47.21362,TraderOne,Tick,277,234,43,-43,125100,124900,12719,41981,50581,OK
47.543134,TraderOne,Tick,278,234,44,-44,125100,124900,12744,42056,50856,OK
47.797269,TraderOne,Tick,278,234,44,-44,125100,124900,12744,42056,50856,OK
48.101625,TraderOne,Tick,278,234,44,-44,125100,125500,12744,42056,33256,OK
48.255914,TraderOne,Tick,278,234,44,-44,125100,125500,12744,42056,33256,OK
48.466185,TraderOne,Tick,278,234,44,-44,125100,125500,12744,42056,33256,OK
48.952662,TraderOne,Tick,278,234,44,-44,125100,125200,12744,42056,37656,OK
49.11767,TraderOne,Tick,278,234,44,-44,125100,125200,12744,42056,37656,OK
49.501276,TraderOne,Tick,278,234,44,-44,125100,125400,12744,42056,33256,OK
49.785134,TraderOne,Tick,278,234,44,-44,125100,125400,12744,42056,33256,OK
49.986849,TraderOne,Tick,278,234,44,-44,125100,125400,12744,42056,33256,OK
50.249289,TraderOne,Tick,278,234,44,-44,125200,125500,12744,42056,33256,OK
50.528005,TraderOne,Tick,278,234,44,-44,125200,125400,12744,42056,33256,OK
50.708893,TraderOne,Tick,278,234,44,-44,125200,125400,12744,42056,33256,OK
51.013705,TraderOne,Tick,278,234,44,-44,125200,125400,12744,42056,33256,OK
51.291474,TraderOne,Tick,278,234,44,-44,125500,125400,12744,42056,46456,OK
51.466754,TraderOne,Tick,278,234,44,-44,125500,125400,12744,42056,46456,OK
51.856498,TraderOne,Tick,278,234,44,-44,125500,125400,12744,42056,46456,OK
51.972584,TraderOne,Tick,298,234,64,-64,125500,125400,13246,45554,51954,OK
52.258895,TraderOne,Tick,318,234,84,-84,125500,125400,13748,49052,57452,OK
52.571506,TraderOne,Tick,334,234,100,-100,125500,125800,14150,51850,31850,OK
52.729336,TraderOne,Tick,334,234,100,-100,125500,125800,14150,51850,31850,OK
53.122597,TraderOne,Tick,334,234,100,-100,125500,125700,14150,51850,31850,OK
53.281546,TraderOne,Tick,334,234,100,-100,125500,125700,14150,51850,31850,OK
53.537923,TraderOne,Tick,334,234,100,-100,125500,125700,14150,51850,31850,OK
53.758251,TraderOne,Tick,334,234,100,-100,125500,125700,14150,51850,31850,OK
53.989862,TraderOne,Tick,334,234,100,-100,125500,125700,14150,51850,31850,OK
54.290791,TraderOne,Tick,334,234,100,-100,125500,125700,14150,51850,31850,OK
54.484721,TraderOne,Tick,334,234,100,-100,125200,125700,14150,51850,31850,OK
54.715165,TraderOne,Tick,334,234,100,-100,125200,125700,14150,51850,31850,OK
54.997085,TraderOne,Tick,334,234,100,-100,125200,125700,14150,51850,31850,OK
55.205366,TraderOne,Tick,334,234,100,-100,125200,125700,14150,51850,31850,OK
55.510705,TraderOne,Tick,334,234,100,-100,125700,125700,14150,51850,51850,OK
55.738563,TraderOne,Tick,334,234,100,-100,125700,125700,14150,51850,51850,OK
55.981528,TraderOne,Tick,334,234,100,-100,125700,125700,14150,51850,51850,OK
56.228466,TraderOne,Tick,334,234,100,-100,125100,125700,14150,51850,31850,OK
56.551169,TraderOne,Tick,334,234,100,-100,125100,125700,14150,51850,31850,OK
56.728767,TraderOne,Tick,334,234,100,-100,125100,125300,14150,51850,31850,OK
56.963646,TraderOne,Tick,334,234,100,-100,125100,125300,14150,51850,31850,OK
57.298067,TraderOne,Tick,334,234,100,-100,125100,125300,14150,51850,31850,OK
57.510205,TraderOne,Tick,334,234,100,-100,125300,125300,14150,51850,51850,OK
57.750114,TraderOne,Tick,334,234,100,-100,124900,125300,14150,51850,31850,OK
57.957996,TraderOne,Tick,334,234,100,-100,124900,125300,14150,51850,31850,OK
58.877703,TraderOne,Tick,334,234,100,-100,124900,125300,14150,51850,31850,OK
59.386514,TraderOne,Tick,334,234,100,-100,124900,125300,14150,51850,31850,OK
59.506864,TraderOne,Tick,334,234,100,-100,124900,124900,14150,51850,51850,OK
59.721803,TraderOne,Tick,334,234,100,-100,125400,124900,14150,51850,71850,OK
59.975216,TraderOne,Tick,334,234,100,-100,125400,124900,14150,51850,71850,OK
60.323238,TraderOne,Tick,334,234,100,-100,125400,124800,14150,51850,71850,OK
60.780034,TraderOne,Tick,334,234,100,-100,125400,124700,14150,51850,71850,OK
61.00694,TraderOne,Tick,334,234,100,-100,125300,124700,14150,51850,71850,OK
61.279369,TraderOne,Tick,334,234,100,-100,125300,124700,14150,51850,71850,OK
61.567378,TraderOne,Tick,334,234,100,-100,125300,124700,14150,51850,71850,OK
61.863689,TraderOne,Tick,334,234,100,-100,125400,124800,14150,51850,71850,OK
61.969757,TraderOne,Tick,334,234,100,-100,125400,124800,14150,51850,71850,OK
62.262966,TraderOne,Tick,334,234,100,-100,125400,124800,14150,51850,71850,OK
62.653381,TraderOne,Tick,334,234,100,-100,125400,124800,14150,51850,71850,OK
62.732247,TraderOne,Tick,334,234,100,-100,125400,124800,14150,51850,71850,OK
62.982647,TraderOne,Tick,334,262,72,-72,124900,124800,14849,59551,66751,OK
63.204346,TraderOne,Tick,334,262,72,-72,124700,124500,14849,59551,73951,OK
63.559537,TraderOne,Tick,334,262,72,-72,124700,124500,14849,59551,73951,OK
63.709414,TraderOne,Tick,334,262,72,-72,124700,124500,14849,59551,73951,OK
64.022479,TraderOne,Tick,334,262,72,-72,124700,124500,14849,59551,73951,OK
64.257132,TraderOne,Tick,334,262,72,-72,124700,124500,14849,59551,73951,OK
64.451932,TraderOne,Tick,334,262,72,-72,124700,124500,14849,59551,73951,OK
64.866843,TraderOne,Tick,334,262,72,-72,124700,124500,14849,59551,73951,OK
65.171263,TraderOne,Tick,334,262,72,-72,124700,124800,14849,59551,52351,OK
65.358825,TraderOne,Tick,334,262,72,-72,124700,124900,14849,59551,45151,OK
65.553226,TraderOne,Tick,334,262,72,-72,124700,124900,14849,59551,45151,OK
65.71049,TraderOne,Tick,334,262,72,-72,124700,124900,14849,59551,45151,OK
66.024605,TraderOne,Tick,334,262,72,-72,124700,124800,14849,59551,52351,OK
66.277819,TraderOne,Tick,334,262,72,-72,124700,124800,14849,59551,52351,OK
66.541465,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
66.794362,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
67.033602,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
67.290951,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
67.459261,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
67.89209,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
68.013473,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
68.216845,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
68.563295,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
68.964396,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
68.986139,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
69.320398,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
69.598286,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
69.769675,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
70.000008,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
70.335501,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
70.465852,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
70.728515,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
71.014781,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
71.39508,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
71.531964,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
71.772883,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
72.016688,TraderOne,Tick,334,262,72,-72,125400,124600,14849,59551,73951,OK
72.400443,TraderOne,Tick,334,262,72,-72,125400,124600,14849,59551,73951,OK
72.47048,TraderOne,Tick,334,262,72,-72,125400,124600,14849,59551,73951,OK
72.760433,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
73.011314,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
73.241791,TraderOne,Tick,334,262,72,-72,124500,124600,14849,59551,52351,OK
73.48757,TraderOne,Tick,334,262,72,-72,124500,124800,14849,59551,45151,OK
73.743901,TraderOne,Tick,334,262,72,-72,124500,124800,14849,59551,45151,OK
74.06086,TraderOne,Tick,334,262,72,-72,124500,124700,14849,59551,45151,OK
74.290726,TraderOne,Tick,334,262,72,-72,124500,124700,14849,59551,45151,OK
74.474564,TraderOne,Tick,334,262,72,-72,124500,124700,14849,59551,45151,OK
74.760328,TraderOne,Tick,334,262,72,-72,124500,124700,14849,59551,45151,OK
75.023381,TraderOne,Tick,334,262,72,-72,124500,124700,14849,59551,45151,OK
75.277051,TraderOne,Tick,334,262,72,-72,124400,124700,14849,59551,45151,OK
75.457181,TraderOne,Tick,334,262,72,-72,124400,124700,14849,59551,45151,OK
75.808086,TraderOne,Tick,334,262,72,-72,124100,124400,14849,59551,45151,OK
76.042423,TraderOne,Tick,334,262,72,-72,124100,124400,14849,59551,45151,OK
76.314015,TraderOne,Tick,334,262,72,-72,124100,124400,14849,59551,45151,OK
76.512112,TraderOne,Tick,334,262,72,-72,125100,124400,14849,59551,73951,OK
76.750852,TraderOne,Tick,334,262,72,-72,125100,124400,14849,59551,73951,OK
77.012741,TraderOne,Tick,334,262,72,-72,125100,124400,14849,59551,73951,OK
77.266573,TraderOne,Tick,334,262,72,-72,125100,124400,14849,59551,73951,OK
77.494588,TraderOne,Tick,334,262,72,-72,125100,124400,14849,59551,73951,OK
77.767107,TraderOne,Tick,334,262,72,-72,125100,124400,14849,59551,73951,OK
78.017121,TraderOne,Tick,334,262,72,-72,125000,124400,14849,59551,73951,OK
78.293365,TraderOne,Tick,334,262,72,-72,125000,124400,14849,59551,73951,OK
78.511334,TraderOne,Tick,334,262,72,-72,125000,124400,14849,59551,73951,OK
78.822645,TraderOne,Tick,334,262,72,-72,125000,124400,14849,59551,73951,OK
79.00542,TraderOne,Tick,334,262,72,-72,125000,124400,14849,59551,73951,OK
79.374199,TraderOne,Tick,334,262,72,-72,125000,124400,14849,59551,73951,OK
79.512579,TraderOne,Tick,334,262,72,-72,125000,124400,14849,59551,73951,OK
79.998491,TraderOne,Tick,334,262,72,-72,125000,124600,14849,59551,73951,OK
80.572997,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
80.897895,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
81.053109,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
81.237005,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
81.485753,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
81.714538,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
81.981286,TraderOne,Tick,334,262,72,-72,124700,124600,14849,59551,66751,OK
82.26946,TraderOne,Tick,334,262,72,-72,123800,124600,14849,59551,45151,OK
82.546967,TraderOne,Tick,334,262,72,-72,123800,124600,14849,59551,45151,OK
82.761903,TraderOne,Tick,354,262,92,-92,124300,124600,15346,65054,46654,OK
83.147769,TraderOne,Tick,362,262,100,-100,124300,124600,15545,67255,47255,OK
83.216433,TraderOne,Tick,362,262,100,-100,124300,124600,15545,67255,47255,OK
83.533411,TraderOne,Tick,362,262,100,-100,124600,124600,15545,67255,67255,OK
83.797906,TraderOne,Tick,362,262,100,-100,124600,124600,15545,67255,67255,OK
83.959941,TraderOne,Tick,362,262,100,-100,124600,124600,15545,67255,67255,OK
84.280761,TraderOne,Tick,362,262,100,-100,125400,124600,15545,67255,87255,OK
84.548114,TraderOne,Tick,362,262,100,-100,125400,124600,15545,67255,87255,OK
84.758685,TraderOne,Tick,362,262,100,-100,125400,124600,15545,67255,87255,OK
